sale_id,customer_id,product_id,product_name,category,price,quantity,sale_date,total_value,age,gender,region,segment,churn,tenure_months,last_purchase_date,feedback_text,sentiment,calculated_total,sentiment_score
S000836,CUST00366,P003,Office Chair,Furniture,8000,1,2021-06-11,8000,42,Male,West,Corporate,0,10,2023-04-19,Product quality could be better.,Neutral,8000,0
S000837,CUST01816,P010,Projector,Electronics,45000,2,2022-03-11,90000,59,Female,West,Consumer,0,24,2023-03-24,"Worth the price, happy with the purchase.",Positive,90000,1
S000838,CUST00284,P008,Headphones,Electronics,3000,2,2021-07-26,6000,57,Female,North,Corporate,0,57,2023-11-21,Excellent customer service.,Positive,6000,1
S000839,CUST00253,P007,Pen Pack,Office Supplies,50,5,2022-08-30,250,35,Female,North,Corporate,0,41,2023-12-31,Easy to use and reliable.,Neutral,250,0
S000840,CUST00252,P008,Headphones,Electronics,3000,5,2020-10-05,15000,33,Female,North,Consumer,0,16,2023-06-01,"Met expectations, nothing special.",Neutral,15000,0
S000841,CUST01677,P005,Printer,Electronics,15000,2,2023-05-25,30000,19,Male,East,Consumer,1,2,2023-10-20,"Worth the price, happy with the purchase.",Positive,30000,1
S000842,CUST01354,P004,Desk,Furniture,12000,1,2022-12-29,12000,45,Male,West,Corporate,1,41,2023-06-21,"Delivery was late, not happy.",Positive,12000,1
S000843,CUST01046,P003,Office Chair,Furniture,8000,1,2022-02-11,8000,60,Male,West,Corporate,0,56,2023-12-17,Easy to use and reliable.,Neutral,8000,0
S000844,CUST01165,P003,Office Chair,Furniture,8000,2,2023-12-24,16000,20,Female,North,Small Business,0,21,2023-10-26,Excellent customer service.,Positive,16000,1
S000845,CUST01387,P007,Pen Pack,Office Supplies,50,3,2023-12-19,150,22,Female,North,Consumer,1,1,2023-01-14,"Terrible experience, will not buy again.",Negative,150,-1
S000846,CUST01604,P005,Printer,Electronics,15000,5,2021-03-27,75000,56,Female,North,Corporate,0,48,2023-06-12,Too expensive for the features offered.,Negative,75000,-1
S000847,CUST00680,P007,Pen Pack,Office Supplies,50,2,2020-05-05,100,39,Female,East,Small Business,1,25,2023-05-21,"Worth the price, happy with the purchase.",Positive,100,1
S000848,CUST01728,P004,Desk,Furniture,12000,1,2022-07-06,12000,49,Female,West,Corporate,0,25,2023-06-13,Product quality could be better.,Neutral,12000,0
S000849,CUST01566,P006,Notebook,Office Supplies,100,3,2020-09-30,300,45,Male,West,Consumer,0,33,2023-12-19,"Terrible experience, will not buy again.",Negative,300,-1
S000850,CUST00909,P002,Smartphone,Electronics,25000,5,2020-04-08,125000,51,Male,West,Corporate,1,18,2023-11-11,"Terrible experience, will not buy again.",Negative,125000,-1
S000851,CUST01433,P010,Projector,Electronics,45000,5,2020-10-17,225000,31,Male,North,Small Business,1,2,2023-10-21,"Terrible experience, will not buy again.",Negative,225000,-1
S000852,CUST01552,P002,Smartphone,Electronics,25000,2,2022-10-11,50000,64,Female,West,Small Business,0,51,2023-11-14,"Worth the price, happy with the purchase.",Positive,50000,1
S000853,CUST01643,P004,Desk,Furniture,12000,1,2021-05-03,12000,58,Male,West,Small Business,0,37,2023-12-23,"Great product, very satisfied.",Positive,12000,1
S000854,CUST01672,P010,Projector,Electronics,45000,4,2021-04-23,180000,42,Male,West,Small Business,1,54,2023-01-04,Excellent customer service.,Positive,180000,1
S000855,CUST00322,P002,Smartphone,Electronics,25000,4,2023-07-26,100000,33,Male,West,Small Business,0,39,2023-08-03,"Worth the price, happy with the purchase.",Positive,100000,1
S000856,CUST00464,P009,Monitor,Electronics,12000,2,2023-09-26,24000,23,Female,South,Small Business,1,22,2023-04-08,Easy to use and reliable.,Neutral,24000,0
S000857,CUST01863,P003,Office Chair,Furniture,8000,2,2022-05-13,16000,42,Female,North,Corporate,0,59,2023-09-24,"Delivery was late, not happy.",Positive,16000,1
S000858,CUST01210,P001,Laptop,Electronics,70000,2,2020-03-01,140000,19,Female,West,Small Business,1,48,2023-04-30,"Delivery was late, not happy.",Positive,140000,1
S000859,CUST01974,P009,Monitor,Electronics,12000,1,2020-03-27,12000,44,Female,West,Small Business,0,11,2023-10-14,Too expensive for the features offered.,Negative,12000,-1
S000860,CUST01423,P001,Laptop,Electronics,70000,4,2023-12-09,280000,39,Male,West,Consumer,0,46,2023-11-05,Excellent customer service.,Positive,280000,1
S000861,CUST01725,P006,Notebook,Office Supplies,100,5,2020-09-08,500,54,Female,North,Corporate,0,2,2023-10-15,Excellent customer service.,Positive,500,1
S000862,CUST01191,P009,Monitor,Electronics,12000,4,2021-09-11,48000,33,Male,East,Consumer,0,20,2023-03-01,Product quality could be better.,Neutral,48000,0
S000863,CUST00833,P003,Office Chair,Furniture,8000,3,2022-05-20,24000,55,Female,West,Corporate,0,1,2023-04-09,"Great product, very satisfied.",Positive,24000,1
S000864,CUST00900,P009,Monitor,Electronics,12000,2,2020-10-24,24000,18,Female,North,Small Business,1,53,2023-09-25,"Terrible experience, will not buy again.",Negative,24000,-1
S000865,CUST00803,P007,Pen Pack,Office Supplies,50,2,2022-11-14,100,47,Male,South,Corporate,0,57,2023-06-24,"Great product, very satisfied.",Positive,100,1
S000866,CUST01858,P006,Notebook,Office Supplies,100,2,2022-04-08,200,18,Male,South,Corporate,1,9,2023-10-28,"Terrible experience, will not buy again.",Negative,200,-1
S000867,CUST00051,P006,Notebook,Office Supplies,100,4,2021-02-01,400,64,Male,South,Small Business,0,34,2023-12-01,"Worth the price, happy with the purchase.",Positive,400,1
S000868,CUST01749,P004,Desk,Furniture,12000,3,2021-02-24,36000,25,Male,South,Corporate,0,55,2023-10-01,"Terrible experience, will not buy again.",Negative,36000,-1
S000869,CUST01187,P007,Pen Pack,Office Supplies,50,3,2023-05-09,150,19,Female,East,Small Business,1,45,2023-01-24,Product quality could be better.,Neutral,150,0
S000870,CUST01957,P007,Pen Pack,Office Supplies,50,1,2020-04-16,50,49,Female,North,Small Business,0,3,2023-02-11,"Delivery was late, not happy.",Positive,50,1
S000871,CUST00475,P001,Laptop,Electronics,70000,4,2023-01-20,280000,47,Male,South,Consumer,0,40,2023-02-15,Highly recommend to others.,Positive,280000,1
S000872,CUST01497,P009,Monitor,Electronics,12000,3,2021-06-23,36000,53,Male,East,Small Business,1,4,2023-12-03,"Worth the price, happy with the purchase.",Positive,36000,1
S000873,CUST01107,P005,Printer,Electronics,15000,2,2021-06-18,30000,22,Male,West,Consumer,0,30,2023-01-16,"Met expectations, nothing special.",Neutral,30000,0
S000874,CUST00843,P010,Projector,Electronics,45000,3,2023-03-06,135000,51,Female,East,Corporate,0,41,2023-09-17,"Terrible experience, will not buy again.",Negative,135000,-1
S000875,CUST00984,P004,Desk,Furniture,12000,3,2021-05-12,36000,57,Male,East,Small Business,0,15,2023-03-25,Excellent customer service.,Positive,36000,1
S000876,CUST01579,P009,Monitor,Electronics,12000,3,2023-08-20,36000,47,Female,West,Corporate,1,41,2023-02-17,"Terrible experience, will not buy again.",Negative,36000,-1
S000877,CUST01784,P010,Projector,Electronics,45000,1,2023-11-06,45000,52,Male,East,Consumer,0,56,2023-01-23,"Great product, very satisfied.",Positive,45000,1
S000878,CUST00296,P009,Monitor,Electronics,12000,5,2020-07-07,60000,50,Female,South,Corporate,0,57,2023-03-26,"Great product, very satisfied.",Positive,60000,1
S000879,CUST01867,P008,Headphones,Electronics,3000,3,2022-12-18,9000,31,Female,East,Consumer,0,32,2023-02-20,"Worth the price, happy with the purchase.",Positive,9000,1
S000880,CUST01589,P007,Pen Pack,Office Supplies,50,4,2022-07-21,200,46,Male,North,Corporate,0,8,2023-04-15,"Great product, very satisfied.",Positive,200,1
S000881,CUST00101,P009,Monitor,Electronics,12000,2,2022-07-09,24000,18,Female,West,Consumer,0,5,2023-10-30,"Worth the price, happy with the purchase.",Positive,24000,1
S000882,CUST00723,P009,Monitor,Electronics,12000,2,2021-01-06,24000,33,Male,North,Corporate,1,4,2023-05-25,"Met expectations, nothing special.",Neutral,24000,0
S000883,CUST01571,P010,Projector,Electronics,45000,2,2020-07-25,90000,45,Male,North,Consumer,0,23,2023-09-24,Product quality could be better.,Neutral,90000,0
S000884,CUST01279,P005,Printer,Electronics,15000,4,2020-04-19,60000,53,Female,East,Small Business,1,43,2023-12-12,"Worth the price, happy with the purchase.",Positive,60000,1
S000885,CUST01153,P003,Office Chair,Furniture,8000,2,2022-01-26,16000,21,Male,West,Consumer,0,23,2023-01-03,"Terrible experience, will not buy again.",Negative,16000,-1
S000886,CUST01225,P010,Projector,Electronics,45000,4,2021-03-30,180000,39,Male,East,Corporate,1,14,2023-12-24,Easy to use and reliable.,Neutral,180000,0
S000887,CUST00348,P003,Office Chair,Furniture,8000,1,2023-06-09,8000,31,Female,North,Consumer,0,22,2023-03-03,"Met expectations, nothing special.",Neutral,8000,0
S000888,CUST01275,P004,Desk,Furniture,12000,2,2022-07-14,24000,57,Female,West,Small Business,0,2,2023-04-04,Easy to use and reliable.,Neutral,24000,0
S000889,CUST01340,P008,Headphones,Electronics,3000,4,2021-12-07,12000,21,Male,South,Consumer,1,41,2023-02-22,"Great product, very satisfied.",Positive,12000,1
S000890,CUST01038,P007,Pen Pack,Office Supplies,50,3,2023-11-21,150,63,Male,East,Small Business,0,34,2023-05-25,"Terrible experience, will not buy again.",Negative,150,-1
S000891,CUST01715,P009,Monitor,Electronics,12000,5,2020-09-17,60000,20,Male,South,Consumer,0,35,2023-05-18,Too expensive for the features offered.,Negative,60000,-1
S000892,CUST01381,P004,Desk,Furniture,12000,4,2020-04-03,48000,59,Male,South,Consumer,0,38,2023-02-07,Product quality could be better.,Neutral,48000,0
S000893,CUST00905,P002,Smartphone,Electronics,25000,2,2020-12-29,50000,59,Female,North,Consumer,0,49,2023-01-13,"Terrible experience, will not buy again.",Negative,50000,-1
S000894,CUST01635,P007,Pen Pack,Office Supplies,50,2,2021-11-30,100,46,Female,East,Small Business,0,22,2023-11-07,"Great product, very satisfied.",Positive,100,1
S000895,CUST01401,P005,Printer,Electronics,15000,5,2020-08-31,75000,62,Male,East,Corporate,0,31,2023-02-26,Easy to use and reliable.,Neutral,75000,0
S000896,CUST01019,P008,Headphones,Electronics,3000,5,2023-06-20,15000,44,Female,North,Corporate,0,46,2023-04-14,"Worth the price, happy with the purchase.",Positive,15000,1
S000897,CUST00495,P005,Printer,Electronics,15000,2,2021-08-11,30000,53,Male,East,Small Business,0,16,2023-06-24,"Great product, very satisfied.",Positive,30000,1
S000898,CUST01217,P007,Pen Pack,Office Supplies,50,2,2022-02-19,100,30,Male,East,Consumer,0,10,2023-04-09,"Terrible experience, will not buy again.",Negative,100,-1
S000899,CUST00577,P001,Laptop,Electronics,70000,5,2020-11-18,350000,21,Male,East,Consumer,0,47,2023-08-06,Excellent customer service.,Positive,350000,1
S000900,CUST00031,P003,Office Chair,Furniture,8000,3,2020-11-01,24000,41,Male,South,Small Business,1,25,2023-11-11,Easy to use and reliable.,Neutral,24000,0
S000901,CUST00207,P010,Projector,Electronics,45000,3,2020-12-27,135000,41,Male,West,Consumer,1,53,2023-05-04,"Met expectations, nothing special.",Neutral,135000,0
S000902,CUST01719,P002,Smartphone,Electronics,25000,1,2021-09-11,25000,44,Male,East,Consumer,0,27,2023-02-10,Highly recommend to others.,Positive,25000,1
S000903,CUST00835,P006,Notebook,Office Supplies,100,3,2023-12-01,300,21,Male,North,Corporate,0,42,2023-01-15,Too expensive for the features offered.,Negative,300,-1
S000904,CUST00554,P003,Office Chair,Furniture,8000,1,2022-03-24,8000,25,Male,North,Small Business,1,59,2023-03-06,Product quality could be better.,Neutral,8000,0
S000905,CUST00122,P006,Notebook,Office Supplies,100,5,2021-10-11,500,44,Male,West,Consumer,1,18,2023-04-16,"Delivery was late, not happy.",Positive,500,1
S000906,CUST00010,P006,Notebook,Office Supplies,100,3,2020-02-11,300,36,Female,West,Small Business,1,15,2023-04-17,Product quality could be better.,Neutral,300,0
S000907,CUST00435,P002,Smartphone,Electronics,25000,4,2021-02-03,100000,46,Female,North,Small Business,0,21,2023-09-15,"Great product, very satisfied.",Positive,100000,1
S000908,CUST01534,P002,Smartphone,Electronics,25000,3,2023-07-11,75000,30,Female,East,Small Business,1,45,2023-04-27,Excellent customer service.,Positive,75000,1
S000909,CUST01286,P006,Notebook,Office Supplies,100,2,2022-03-01,200,28,Male,East,Corporate,0,56,2023-01-04,"Met expectations, nothing special.",Neutral,200,0
S000910,CUST00283,P007,Pen Pack,Office Supplies,50,4,2023-07-02,200,55,Female,West,Small Business,1,1,2023-12-21,"Worth the price, happy with the purchase.",Positive,200,1
S000911,CUST01335,P008,Headphones,Electronics,3000,5,2020-12-31,15000,40,Male,West,Small Business,0,11,2023-07-06,Too expensive for the features offered.,Negative,15000,-1
S000912,CUST01279,P008,Headphones,Electronics,3000,5,2023-12-31,15000,53,Female,East,Small Business,1,43,2023-12-12,"Terrible experience, will not buy again.",Negative,15000,-1
S000913,CUST00170,P004,Desk,Furniture,12000,4,2022-02-16,48000,25,Female,West,Small Business,0,17,2023-08-18,Excellent customer service.,Positive,48000,1
S000914,CUST01779,P003,Office Chair,Furniture,8000,4,2022-01-14,32000,30,Male,East,Consumer,1,1,2023-07-19,"Great product, very satisfied.",Positive,32000,1
S000915,CUST00131,P007,Pen Pack,Office Supplies,50,5,2021-04-06,250,24,Female,North,Small Business,0,47,2023-04-11,"Delivery was late, not happy.",Positive,250,1
S000916,CUST00714,P008,Headphones,Electronics,3000,5,2023-06-04,15000,43,Male,West,Consumer,0,8,2023-08-03,"Met expectations, nothing special.",Neutral,15000,0
S000917,CUST00519,P002,Smartphone,Electronics,25000,3,2020-08-14,75000,25,Male,South,Consumer,1,59,2023-05-25,"Met expectations, nothing special.",Neutral,75000,0
S000918,CUST01817,P006,Notebook,Office Supplies,100,3,2022-01-16,300,60,Male,North,Corporate,0,49,2023-07-03,Too expensive for the features offered.,Negative,300,-1
S000919,CUST01574,P005,Printer,Electronics,15000,4,2023-05-18,60000,58,Male,South,Small Business,0,7,2023-08-21,Product quality could be better.,Neutral,60000,0
S000920,CUST01097,P006,Notebook,Office Supplies,100,5,2021-04-22,500,46,Male,East,Consumer,1,45,2023-08-23,"Delivery was late, not happy.",Positive,500,1
S000921,CUST00161,P003,Office Chair,Furniture,8000,4,2023-12-05,32000,50,Female,West,Corporate,0,44,2023-03-02,Too expensive for the features offered.,Negative,32000,-1
S000922,CUST00927,P001,Laptop,Electronics,70000,5,2020-08-04,350000,54,Female,East,Small Business,1,38,2023-05-11,Excellent customer service.,Positive,350000,1
S000923,CUST00832,P007,Pen Pack,Office Supplies,50,3,2021-04-20,150,38,Female,West,Small Business,0,30,2023-05-14,"Terrible experience, will not buy again.",Negative,150,-1
S000924,CUST01051,P002,Smartphone,Electronics,25000,2,2023-10-23,50000,61,Male,South,Small Business,0,29,2023-02-20,Product quality could be better.,Neutral,50000,0
S000925,CUST01745,P010,Projector,Electronics,45000,5,2020-11-17,225000,55,Male,North,Consumer,1,10,2023-05-18,"Worth the price, happy with the purchase.",Positive,225000,1
S000926,CUST00846,P005,Printer,Electronics,15000,5,2022-01-29,75000,23,Male,North,Small Business,0,51,2023-04-07,Product quality could be better.,Neutral,75000,0
S000927,CUST00331,P005,Printer,Electronics,15000,4,2020-12-20,60000,60,Female,East,Consumer,0,11,2023-09-16,"Met expectations, nothing special.",Neutral,60000,0
S000928,CUST01312,P005,Printer,Electronics,15000,2,2020-02-26,30000,19,Female,West,Small Business,0,59,2023-12-03,"Met expectations, nothing special.",Neutral,30000,0
S000929,CUST00485,P001,Laptop,Electronics,70000,4,2021-07-08,280000,49,Female,East,Corporate,1,41,2023-08-15,Highly recommend to others.,Positive,280000,1
S000930,CUST01874,P009,Monitor,Electronics,12000,1,2021-11-05,12000,54,Female,East,Consumer,1,20,2023-05-24,"Great product, very satisfied.",Positive,12000,1
S000931,CUST00965,P005,Printer,Electronics,15000,3,2021-08-17,45000,29,Male,East,Consumer,0,12,2023-01-11,"Delivery was late, not happy.",Positive,45000,1
S000932,CUST01403,P003,Office Chair,Furniture,8000,1,2020-03-02,8000,48,Male,North,Consumer,0,31,2023-10-24,"Terrible experience, will not buy again.",Negative,8000,-1
S000933,CUST00544,P005,Printer,Electronics,15000,1,2022-04-23,15000,34,Female,South,Small Business,0,57,2023-06-28,"Great product, very satisfied.",Positive,15000,1
S000934,CUST00889,P005,Printer,Electronics,15000,3,2023-04-05,45000,46,Male,North,Small Business,1,31,2023-05-06,"Met expectations, nothing special.",Neutral,45000,0
S000935,CUST01884,P005,Printer,Electronics,15000,2,2023-11-28,30000,51,Female,North,Small Business,0,59,2023-08-05,Too expensive for the features offered.,Negative,30000,-1
S000936,CUST00788,P002,Smartphone,Electronics,25000,4,2021-09-03,100000,24,Female,North,Corporate,1,23,2023-01-22,"Worth the price, happy with the purchase.",Positive,100000,1
S000937,CUST01614,P004,Desk,Furniture,12000,3,2020-08-05,36000,20,Male,East,Corporate,1,24,2023-04-24,"Met expectations, nothing special.",Neutral,36000,0
S000938,CUST01780,P006,Notebook,Office Supplies,100,2,2021-02-03,200,36,Female,East,Small Business,0,54,2023-10-03,"Met expectations, nothing special.",Neutral,200,0
S000939,CUST01834,P003,Office Chair,Furniture,8000,2,2021-01-23,16000,30,Female,South,Consumer,0,39,2023-01-18,"Worth the price, happy with the purchase.",Positive,16000,1
S000940,CUST00067,P005,Printer,Electronics,15000,3,2022-07-16,45000,44,Male,West,Consumer,0,2,2023-01-02,Highly recommend to others.,Positive,45000,1
S000941,CUST00578,P007,Pen Pack,Office Supplies,50,2,2021-02-08,100,54,Female,South,Small Business,1,18,2023-04-04,"Met expectations, nothing special.",Neutral,100,0
S000942,CUST01618,P003,Office Chair,Furniture,8000,3,2022-02-08,24000,39,Male,West,Small Business,0,5,2023-11-18,"Delivery was late, not happy.",Positive,24000,1
S000943,CUST00277,P003,Office Chair,Furniture,8000,2,2023-06-07,16000,23,Female,South,Small Business,1,37,2023-10-19,Too expensive for the features offered.,Negative,16000,-1
S000944,CUST00844,P008,Headphones,Electronics,3000,5,2023-03-06,15000,44,Male,South,Small Business,0,44,2023-06-25,Product quality could be better.,Neutral,15000,0
S000945,CUST00566,P002,Smartphone,Electronics,25000,1,2021-01-01,25000,27,Male,North,Consumer,1,51,2023-10-14,Excellent customer service.,Positive,25000,1
S000946,CUST01266,P005,Printer,Electronics,15000,5,2023-08-13,75000,50,Female,South,Consumer,0,25,2023-07-09,Easy to use and reliable.,Neutral,75000,0
S000947,CUST00137,P001,Laptop,Electronics,70000,4,2020-11-09,280000,53,Male,South,Corporate,0,17,2023-01-13,"Great product, very satisfied.",Positive,280000,1
S000948,CUST00775,P010,Projector,Electronics,45000,3,2021-03-04,135000,55,Male,West,Corporate,0,13,2023-08-07,"Met expectations, nothing special.",Neutral,135000,0
S000949,CUST00213,P005,Printer,Electronics,15000,5,2023-01-18,75000,59,Male,South,Consumer,0,6,2023-04-23,"Met expectations, nothing special.",Neutral,75000,0
S000950,CUST01569,P003,Office Chair,Furniture,8000,1,2023-07-18,8000,29,Female,South,Small Business,1,15,2023-03-25,"Terrible experience, will not buy again.",Negative,8000,-1
S000951,CUST01971,P005,Printer,Electronics,15000,3,2022-02-24,45000,57,Female,South,Consumer,1,25,2023-04-29,Too expensive for the features offered.,Negative,45000,-1
S000952,CUST00802,P001,Laptop,Electronics,70000,2,2020-03-28,140000,22,Female,East,Corporate,1,21,2023-02-26,"Met expectations, nothing special.",Neutral,140000,0
S000953,CUST01231,P001,Laptop,Electronics,70000,3,2023-04-10,210000,18,Female,South,Consumer,0,43,2023-10-23,Product quality could be better.,Neutral,210000,0
S000954,CUST00464,P004,Desk,Furniture,12000,4,2023-04-02,48000,23,Female,South,Small Business,1,22,2023-04-08,Product quality could be better.,Neutral,48000,0
S000955,CUST00185,P002,Smartphone,Electronics,25000,5,2021-07-04,125000,47,Female,South,Small Business,0,20,2023-07-25,"Terrible experience, will not buy again.",Negative,125000,-1
S000956,CUST00307,P004,Desk,Furniture,12000,4,2021-07-05,48000,20,Male,East,Consumer,0,14,2023-02-27,"Delivery was late, not happy.",Positive,48000,1
S000957,CUST00469,P005,Printer,Electronics,15000,4,2020-04-15,60000,27,Male,West,Small Business,0,5,2023-01-15,Excellent customer service.,Positive,60000,1
S000958,CUST01615,P010,Projector,Electronics,45000,1,2021-04-10,45000,39,Female,South,Corporate,1,7,2023-01-03,"Delivery was late, not happy.",Positive,45000,1
S000959,CUST01110,P008,Headphones,Electronics,3000,3,2020-07-03,9000,50,Male,South,Corporate,0,39,2023-01-02,Highly recommend to others.,Positive,9000,1
S000960,CUST01097,P010,Projector,Electronics,45000,5,2023-11-11,225000,46,Male,East,Consumer,1,45,2023-08-23,Product quality could be better.,Neutral,225000,0
S000961,CUST00220,P010,Projector,Electronics,45000,3,2020-02-24,135000,31,Female,West,Consumer,0,1,2023-06-29,"Terrible experience, will not buy again.",Negative,135000,-1
S000962,CUST01676,P005,Printer,Electronics,15000,1,2022-04-24,15000,64,Male,South,Corporate,1,59,2023-03-04,Easy to use and reliable.,Neutral,15000,0
S000963,CUST00865,P004,Desk,Furniture,12000,1,2022-01-05,12000,50,Male,North,Corporate,0,35,2023-06-03,"Great product, very satisfied.",Positive,12000,1
S000964,CUST00804,P001,Laptop,Electronics,70000,3,2022-08-26,210000,45,Male,North,Consumer,0,31,2023-01-21,Easy to use and reliable.,Neutral,210000,0
S000965,CUST00023,P005,Printer,Electronics,15000,3,2020-07-20,45000,61,Female,East,Consumer,0,6,2023-09-24,Easy to use and reliable.,Neutral,45000,0
S000966,CUST01691,P004,Desk,Furniture,12000,3,2023-01-13,36000,24,Male,East,Corporate,0,17,2023-07-06,Easy to use and reliable.,Neutral,36000,0
S000967,CUST00030,P005,Printer,Electronics,15000,3,2022-07-08,45000,62,Male,West,Small Business,1,20,2023-11-20,Easy to use and reliable.,Neutral,45000,0
S000968,CUST00845,P004,Desk,Furniture,12000,3,2021-07-27,36000,21,Female,South,Small Business,1,45,2023-08-05,Excellent customer service.,Positive,36000,1
S000969,CUST00730,P003,Office Chair,Furniture,8000,1,2022-07-10,8000,52,Male,East,Consumer,1,5,2023-07-22,Excellent customer service.,Positive,8000,1
S000970,CUST00584,P004,Desk,Furniture,12000,3,2020-02-29,36000,56,Male,South,Corporate,0,23,2023-10-07,Excellent customer service.,Positive,36000,1
S000971,CUST01882,P007,Pen Pack,Office Supplies,50,3,2023-06-15,150,56,Male,South,Corporate,0,4,2023-11-30,Highly recommend to others.,Positive,150,1
S000972,CUST00695,P006,Notebook,Office Supplies,100,4,2021-05-08,400,20,Male,North,Corporate,1,5,2023-11-23,Highly recommend to others.,Positive,400,1
S000973,CUST00254,P010,Projector,Electronics,45000,2,2023-01-28,90000,43,Male,North,Small Business,0,50,2023-06-07,Easy to use and reliable.,Neutral,90000,0
S000974,CUST00824,P008,Headphones,Electronics,3000,1,2022-07-26,3000,24,Female,South,Small Business,0,52,2023-10-31,"Great product, very satisfied.",Positive,3000,1
S000975,CUST01521,P006,Notebook,Office Supplies,100,3,2020-10-18,300,25,Female,South,Consumer,1,35,2023-09-24,"Worth the price, happy with the purchase.",Positive,300,1
S000976,CUST00084,P007,Pen Pack,Office Supplies,50,2,2021-10-19,100,35,Male,West,Corporate,0,41,2023-06-18,"Met expectations, nothing special.",Neutral,100,0
S000977,CUST01252,P001,Laptop,Electronics,70000,4,2020-04-07,280000,47,Female,West,Consumer,1,47,2023-09-20,"Great product, very satisfied.",Positive,280000,1
S000978,CUST01552,P010,Projector,Electronics,45000,1,2021-12-07,45000,64,Female,West,Small Business,0,51,2023-11-14,Too expensive for the features offered.,Negative,45000,-1
S000979,CUST01250,P008,Headphones,Electronics,3000,4,2021-09-28,12000,52,Male,South,Corporate,0,12,2023-11-28,"Great product, very satisfied.",Positive,12000,1
S000980,CUST00845,P006,Notebook,Office Supplies,100,3,2020-07-01,300,21,Female,South,Small Business,1,45,2023-08-05,"Delivery was late, not happy.",Positive,300,1
S000981,CUST00620,P002,Smartphone,Electronics,25000,5,2022-01-22,125000,33,Male,East,Small Business,0,45,2023-12-31,"Delivery was late, not happy.",Positive,125000,1
S000982,CUST01261,P009,Monitor,Electronics,12000,1,2022-07-24,12000,31,Male,East,Consumer,0,55,2023-06-04,"Met expectations, nothing special.",Neutral,12000,0
S000983,CUST01975,P007,Pen Pack,Office Supplies,50,2,2021-03-28,100,34,Female,South,Small Business,0,52,2023-10-28,Excellent customer service.,Positive,100,1
S000984,CUST01063,P010,Projector,Electronics,45000,4,2022-07-18,180000,22,Male,East,Corporate,0,31,2023-08-20,Product quality could be better.,Neutral,180000,0
S000985,CUST01917,P004,Desk,Furniture,12000,4,2023-11-09,48000,41,Female,North,Corporate,0,44,2023-04-16,Easy to use and reliable.,Neutral,48000,0
S000986,CUST00628,P010,Projector,Electronics,45000,2,2022-05-26,90000,59,Female,North,Corporate,0,1,2023-02-09,"Terrible experience, will not buy again.",Negative,90000,-1
S000987,CUST01689,P010,Projector,Electronics,45000,4,2020-09-27,180000,57,Female,East,Small Business,0,28,2023-06-27,"Great product, very satisfied.",Positive,180000,1
S000988,CUST01729,P007,Pen Pack,Office Supplies,50,5,2021-07-11,250,52,Female,East,Small Business,0,31,2023-04-06,Easy to use and reliable.,Neutral,250,0
S000989,CUST01406,P007,Pen Pack,Office Supplies,50,3,2020-02-28,150,19,Male,East,Corporate,0,18,2023-06-07,Product quality could be better.,Neutral,150,0
S000990,CUST01560,P004,Desk,Furniture,12000,1,2020-10-23,12000,22,Male,West,Corporate,1,42,2023-12-17,"Great product, very satisfied.",Positive,12000,1
S000991,CUST00036,P001,Laptop,Electronics,70000,1,2023-01-22,70000,43,Male,West,Consumer,1,46,2023-06-07,Easy to use and reliable.,Neutral,70000,0
S000992,CUST01764,P006,Notebook,Office Supplies,100,3,2023-09-16,300,48,Female,West,Consumer,0,58,2023-06-28,"Terrible experience, will not buy again.",Negative,300,-1
S000993,CUST01793,P009,Monitor,Electronics,12000,1,2023-02-03,12000,24,Male,South,Corporate,0,15,2023-03-22,"Met expectations, nothing special.",Neutral,12000,0
S000994,CUST00685,P008,Headphones,Electronics,3000,3,2021-09-26,9000,44,Male,West,Small Business,0,53,2023-07-10,"Met expectations, nothing special.",Neutral,9000,0
S000995,CUST01764,P007,Pen Pack,Office Supplies,50,4,2021-11-12,200,48,Female,West,Consumer,0,58,2023-06-28,"Delivery was late, not happy.",Positive,200,1
S000996,CUST00103,P005,Printer,Electronics,15000,5,2020-10-26,75000,19,Male,West,Corporate,0,30,2023-04-15,"Worth the price, happy with the purchase.",Positive,75000,1
S000997,CUST00670,P010,Projector,Electronics,45000,4,2021-07-28,180000,52,Female,West,Small Business,0,18,2023-09-17,Too expensive for the features offered.,Negative,180000,-1
S000998,CUST01770,P010,Projector,Electronics,45000,4,2021-04-25,180000,64,Male,West,Corporate,0,23,2023-06-05,Excellent customer service.,Positive,180000,1
S000999,CUST00645,P010,Projector,Electronics,45000,3,2020-08-04,135000,29,Male,East,Consumer,0,32,2023-12-16,Too expensive for the features offered.,Negative,135000,-1
S001000,CUST01284,P009,Monitor,Electronics,12000,2,2023-02-25,24000,34,Male,West,Corporate,0,11,2023-04-08,Product quality could be better.,Neutral,24000,0
S001001,CUST00045,P001,Laptop,Electronics,70000,5,2020-04-10,350000,35,Male,West,Small Business,0,1,2023-04-05,Easy to use and reliable.,Neutral,350000,0
S001002,CUST00509,P003,Office Chair,Furniture,8000,4,2023-09-15,32000,21,Female,East,Consumer,0,35,2023-02-03,Excellent customer service.,Positive,32000,1
S001003,CUST00454,P001,Laptop,Electronics,70000,5,2023-07-05,350000,52,Male,West,Small Business,0,7,2023-11-26,Product quality could be better.,Neutral,350000,0
