sale_id,customer_id,product_id,product_name,category,price,quantity,sale_date,total_value,age,gender,region,segment,churn,tenure_months,last_purchase_date,feedback_text,sentiment
S002005,CUST00151,P009,Monitor,Electronics,12000,4,2020-08-13,48000,39,Female,West,Corporate,0,57,2023-12-31,Too expensive for the features offered.,Negative
S002006,CUST01171,P007,Pen Pack,Office Supplies,50,3,2020-02-09,150,48,Female,South,Corporate,0,35,2023-07-02,Too expensive for the features offered.,Negative
S002007,CUST00180,P009,Monitor,Electronics,12000,1,2023-09-26,12000,43,Female,North,Corporate,0,20,2023-10-19,Product quality could be better.,Neutral
S002008,CUST00767,P006,Notebook,Office Supplies,100,2,2022-12-27,200,61,Female,East,Small Business,0,55,2023-01-05,"Terrible experience, will not buy again.",Negative
S002009,CUST00050,P004,Desk,Furniture,12000,3,2023-02-07,36000,23,Male,West,Corporate,0,57,2023-02-20,Excellent customer service.,Positive
S002010,CUST01386,P007,Pen Pack,Office Supplies,50,5,2022-09-24,250,48,Male,North,Consumer,0,55,2023-02-26,Easy to use and reliable.,Neutral
S002011,CUST01911,P008,Headphones,Electronics,3000,5,2020-03-08,15000,24,Male,East,Small Business,1,46,2023-11-04,"Great product, very satisfied.",Positive
S002012,CUST01093,P010,Projector,Electronics,45000,2,2023-05-05,90000,64,Female,East,Consumer,1,6,2023-04-19,"Terrible experience, will not buy again.",Negative
S002013,CUST00208,P008,Headphones,Electronics,3000,5,2020-01-19,15000,57,Female,East,Consumer,0,27,2023-10-20,"Worth the price, happy with the purchase.",Positive
S002014,CUST00145,P001,Laptop,Electronics,70000,4,2021-12-06,280000,35,Male,West,Consumer,0,49,2023-11-15,"Delivery was late, not happy.",Positive
S002015,CUST01295,P005,Printer,Electronics,15000,2,2021-04-30,30000,20,Male,North,Consumer,0,14,2023-05-26,"Worth the price, happy with the purchase.",Positive
S002016,CUST00819,P003,Office Chair,Furniture,8000,3,2020-12-10,24000,45,Female,West,Corporate,0,14,2023-07-16,"Great product, very satisfied.",Positive
S002017,CUST01020,P007,Pen Pack,Office Supplies,50,4,2022-07-31,200,49,Male,North,Small Business,0,9,2023-08-23,"Great product, very satisfied.",Positive
S002018,CUST00125,P010,Projector,Electronics,45000,3,2022-06-27,135000,50,Male,North,Small Business,0,1,2023-08-28,"Met expectations, nothing special.",Neutral
S002019,CUST00256,P008,Headphones,Electronics,3000,1,2023-06-24,3000,35,Female,West,Consumer,1,1,2023-07-28,Excellent customer service.,Positive
S002020,CUST01369,P001,Laptop,Electronics,70000,5,2023-11-09,350000,45,Female,South,Corporate,1,37,2023-06-03,Product quality could be better.,Neutral
S002021,CUST00275,P002,Smartphone,Electronics,25000,3,2022-07-28,75000,48,Male,East,Corporate,1,18,2023-07-16,Product quality could be better.,Neutral
S002022,CUST01602,P008,Headphones,Electronics,3000,3,2020-04-11,9000,32,Male,East,Corporate,1,57,2023-12-03,Easy to use and reliable.,Neutral
S002023,CUST00754,P003,Office Chair,Furniture,8000,1,2020-03-21,8000,51,Male,West,Small Business,0,6,2023-08-01,Product quality could be better.,Neutral
S002024,CUST01967,P003,Office Chair,Furniture,8000,3,2021-10-18,24000,21,Female,North,Corporate,1,53,2023-08-16,"Worth the price, happy with the purchase.",Positive
S002025,CUST01086,P002,Smartphone,Electronics,25000,1,2020-10-19,25000,20,Male,North,Corporate,0,21,2023-04-16,Too expensive for the features offered.,Negative
S002026,CUST00053,P008,Headphones,Electronics,3000,2,2021-12-14,6000,52,Female,West,Consumer,0,16,2023-06-05,"Delivery was late, not happy.",Positive
S002027,CUST01306,P003,Office Chair,Furniture,8000,4,2023-10-26,32000,36,Male,East,Consumer,1,15,2023-05-30,"Worth the price, happy with the purchase.",Positive
S002028,CUST00550,P002,Smartphone,Electronics,25000,1,2023-11-17,25000,53,Male,South,Consumer,0,47,2023-09-05,Easy to use and reliable.,Neutral
S002029,CUST00751,P010,Projector,Electronics,45000,4,2021-10-19,180000,22,Male,South,Small Business,0,2,2023-08-09,"Delivery was late, not happy.",Positive
S002030,CUST00516,P006,Notebook,Office Supplies,100,5,2022-10-07,500,61,Female,North,Corporate,0,30,2023-11-02,"Delivery was late, not happy.",Positive
S002031,CUST01110,P008,Headphones,Electronics,3000,5,2020-06-27,15000,50,Male,South,Corporate,0,39,2023-01-02,Highly recommend to others.,Positive
S002032,CUST00338,P009,Monitor,Electronics,12000,5,2023-11-08,60000,37,Female,North,Small Business,1,4,2023-12-03,"Terrible experience, will not buy again.",Negative
S002033,CUST01242,P004,Desk,Furniture,12000,4,2022-01-04,48000,58,Female,East,Corporate,0,44,2023-08-06,Excellent customer service.,Positive
S002034,CUST01805,P002,Smartphone,Electronics,25000,3,2020-05-14,75000,49,Female,South,Small Business,0,11,2023-01-01,Highly recommend to others.,Positive
S002035,CUST01601,P007,Pen Pack,Office Supplies,50,2,2021-07-27,100,18,Female,East,Corporate,0,17,2023-01-27,Too expensive for the features offered.,Negative
S002036,CUST01811,P001,Laptop,Electronics,70000,3,2023-03-31,210000,53,Male,North,Small Business,0,25,2023-05-24,"Delivery was late, not happy.",Positive
S002037,CUST01230,P009,Monitor,Electronics,12000,1,2021-02-05,12000,41,Female,East,Small Business,0,35,2023-06-23,"Worth the price, happy with the purchase.",Positive
S002038,CUST01972,P008,Headphones,Electronics,3000,5,2020-06-23,15000,58,Female,North,Corporate,1,50,2023-10-25,Product quality could be better.,Neutral
S002039,CUST00971,P002,Smartphone,Electronics,25000,1,2022-06-17,25000,37,Female,South,Small Business,1,32,2023-04-12,Too expensive for the features offered.,Negative
S002040,CUST01740,P001,Laptop,Electronics,70000,5,2020-09-27,350000,54,Male,North,Small Business,0,7,2023-05-26,"Great product, very satisfied.",Positive
S002041,CUST01636,P006,Notebook,Office Supplies,100,1,2023-04-15,100,52,Female,North,Small Business,1,13,2023-01-21,Highly recommend to others.,Positive
S002042,CUST01086,P003,Office Chair,Furniture,8000,1,2022-12-06,8000,20,Male,North,Corporate,0,21,2023-04-16,Highly recommend to others.,Positive
S002043,CUST00716,P005,Printer,Electronics,15000,4,2021-11-18,60000,57,Male,East,Consumer,1,19,2023-05-21,"Delivery was late, not happy.",Positive
S002044,CUST01905,P003,Office Chair,Furniture,8000,1,2021-07-23,8000,64,Male,North,Corporate,0,24,2023-10-27,Too expensive for the features offered.,Negative
S002045,CUST01786,P008,Headphones,Electronics,3000,2,2022-11-11,6000,19,Male,South,Corporate,0,28,2023-12-23,"Met expectations, nothing special.",Neutral
S002046,CUST01397,P009,Monitor,Electronics,12000,1,2020-08-18,12000,50,Female,North,Small Business,1,54,2023-03-30,Easy to use and reliable.,Neutral
S002047,CUST01941,P006,Notebook,Office Supplies,100,1,2021-08-16,100,60,Female,South,Consumer,0,59,2023-12-20,"Worth the price, happy with the purchase.",Positive
S002048,CUST00720,P002,Smartphone,Electronics,25000,5,2020-08-21,125000,49,Female,South,Corporate,1,17,2023-05-30,Product quality could be better.,Neutral
S002049,CUST01258,P002,Smartphone,Electronics,25000,3,2022-11-27,75000,47,Male,South,Small Business,0,25,2023-10-15,"Great product, very satisfied.",Positive
S002050,CUST00652,P009,Monitor,Electronics,12000,3,2022-07-16,36000,48,Female,South,Small Business,0,3,2023-03-21,"Terrible experience, will not buy again.",Negative
S002051,CUST01455,P003,Office Chair,Furniture,8000,1,2020-03-20,8000,26,Male,North,Small Business,1,51,2023-12-08,"Delivery was late, not happy.",Positive
S002052,CUST00333,P007,Pen Pack,Office Supplies,50,2,2023-07-13,100,41,Female,West,Corporate,0,23,2023-06-08,Easy to use and reliable.,Neutral
S002053,CUST00323,P002,Smartphone,Electronics,25000,5,2021-08-04,125000,60,Female,East,Small Business,0,3,2023-10-29,Too expensive for the features offered.,Negative
S002054,CUST00841,P001,Laptop,Electronics,70000,2,2022-08-04,140000,26,Male,North,Small Business,0,25,2023-05-25,"Met expectations, nothing special.",Neutral
S002055,CUST00154,P006,Notebook,Office Supplies,100,2,2021-04-29,200,63,Male,East,Consumer,0,20,2023-07-16,Easy to use and reliable.,Neutral
S002056,CUST01089,P002,Smartphone,Electronics,25000,5,2021-06-21,125000,63,Male,South,Small Business,1,6,2023-04-14,Too expensive for the features offered.,Negative
S002057,CUST00999,P006,Notebook,Office Supplies,100,1,2023-08-14,100,23,Female,North,Corporate,0,29,2023-04-18,Product quality could be better.,Neutral
S002058,CUST01312,P001,Laptop,Electronics,70000,3,2021-09-07,210000,19,Female,West,Small Business,0,59,2023-12-03,Easy to use and reliable.,Neutral
S002059,CUST00532,P008,Headphones,Electronics,3000,4,2020-07-26,12000,62,Female,West,Corporate,0,22,2023-06-11,"Delivery was late, not happy.",Positive
S002060,CUST00874,P007,Pen Pack,Office Supplies,50,1,2020-05-23,50,27,Female,South,Consumer,0,30,2023-05-10,Easy to use and reliable.,Neutral
S002061,CUST01409,P003,Office Chair,Furniture,8000,3,2023-03-30,24000,57,Female,East,Consumer,0,2,2023-10-21,"Met expectations, nothing special.",Neutral
S002062,CUST00421,P001,Laptop,Electronics,70000,4,2023-07-23,280000,35,Female,East,Consumer,0,9,2023-04-03,Easy to use and reliable.,Neutral
S002063,CUST00734,P003,Office Chair,Furniture,8000,3,2023-07-07,24000,41,Male,East,Small Business,0,3,2023-06-13,Highly recommend to others.,Positive
S002064,CUST01378,P008,Headphones,Electronics,3000,1,2021-11-16,3000,51,Male,West,Small Business,1,5,2023-07-01,Too expensive for the features offered.,Negative
S002065,CUST01010,P002,Smartphone,Electronics,25000,3,2021-05-21,75000,52,Female,South,Corporate,0,52,2023-03-15,Easy to use and reliable.,Neutral
S002066,CUST01046,P009,Monitor,Electronics,12000,4,2020-10-29,48000,60,Male,West,Corporate,0,56,2023-12-17,Highly recommend to others.,Positive
S002067,CUST01552,P006,Notebook,Office Supplies,100,4,2023-10-07,400,64,Female,West,Small Business,0,51,2023-11-14,Excellent customer service.,Positive
S002068,CUST00841,P005,Printer,Electronics,15000,3,2021-11-21,45000,26,Male,North,Small Business,0,25,2023-05-25,Too expensive for the features offered.,Negative
S002069,CUST00223,P010,Projector,Electronics,45000,3,2020-10-23,135000,45,Female,West,Corporate,1,46,2023-09-14,"Great product, very satisfied.",Positive
S002070,CUST00250,P006,Notebook,Office Supplies,100,1,2020-07-17,100,56,Male,South,Corporate,0,40,2023-11-09,Product quality could be better.,Neutral
S002071,CUST01437,P001,Laptop,Electronics,70000,1,2021-01-30,70000,45,Female,North,Corporate,0,44,2023-12-07,Product quality could be better.,Neutral
S002072,CUST01910,P010,Projector,Electronics,45000,1,2023-12-11,45000,51,Male,East,Small Business,0,29,2023-06-01,Excellent customer service.,Positive
S002073,CUST01505,P003,Office Chair,Furniture,8000,3,2020-03-17,24000,34,Male,South,Small Business,1,43,2023-12-05,"Terrible experience, will not buy again.",Negative
S002074,CUST00894,P004,Desk,Furniture,12000,5,2022-07-22,60000,51,Male,North,Small Business,0,16,2023-01-11,"Worth the price, happy with the purchase.",Positive
S002075,CUST01487,P008,Headphones,Electronics,3000,5,2020-07-23,15000,19,Female,North,Consumer,0,56,2023-02-25,"Met expectations, nothing special.",Neutral
S002076,CUST01929,P005,Printer,Electronics,15000,2,2020-03-22,30000,50,Male,South,Consumer,0,50,2023-11-17,"Delivery was late, not happy.",Positive
S002077,CUST00029,P004,Desk,Furniture,12000,1,2020-10-06,12000,42,Female,North,Consumer,1,38,2023-02-21,"Delivery was late, not happy.",Positive
S002078,CUST01054,P001,Laptop,Electronics,70000,1,2022-06-01,70000,58,Male,South,Small Business,0,28,2023-11-13,Excellent customer service.,Positive
S002079,CUST01217,P005,Printer,Electronics,15000,3,2021-10-25,45000,30,Male,East,Consumer,0,10,2023-04-09,"Worth the price, happy with the purchase.",Positive
S002080,CUST01900,P004,Desk,Furniture,12000,3,2020-03-13,36000,21,Male,West,Small Business,0,57,2023-10-24,"Terrible experience, will not buy again.",Negative
S002081,CUST00789,P010,Projector,Electronics,45000,2,2022-05-30,90000,40,Male,North,Corporate,0,6,2023-02-18,"Great product, very satisfied.",Positive
S002082,CUST00482,P001,Laptop,Electronics,70000,3,2021-01-02,210000,39,Male,West,Small Business,1,36,2023-03-05,"Great product, very satisfied.",Positive
S002083,CUST00723,P005,Printer,Electronics,15000,1,2020-01-17,15000,33,Male,North,Corporate,1,4,2023-05-25,"Delivery was late, not happy.",Positive
S002084,CUST00992,P003,Office Chair,Furniture,8000,5,2022-03-26,40000,34,Male,South,Corporate,0,17,2023-09-27,Too expensive for the features offered.,Negative
S002085,CUST00924,P002,Smartphone,Electronics,25000,1,2021-06-08,25000,50,Female,North,Corporate,0,40,2023-05-22,Product quality could be better.,Neutral
S002086,CUST00356,P009,Monitor,Electronics,12000,3,2022-09-19,36000,44,Female,West,Small Business,1,36,2023-02-12,"Worth the price, happy with the purchase.",Positive
S002087,CUST00478,P010,Projector,Electronics,45000,4,2021-01-13,180000,63,Male,North,Small Business,0,24,2023-05-26,"Worth the price, happy with the purchase.",Positive
S002088,CUST01344,P003,Office Chair,Furniture,8000,3,2021-02-14,24000,52,Male,East,Consumer,0,17,2023-06-07,Highly recommend to others.,Positive
S002089,CUST00090,P007,Pen Pack,Office Supplies,50,3,2023-06-26,150,57,Female,South,Corporate,0,50,2023-08-05,"Worth the price, happy with the purchase.",Positive
S002090,CUST01195,P005,Printer,Electronics,15000,3,2023-03-10,45000,64,Female,East,Consumer,0,28,2023-08-18,"Great product, very satisfied.",Positive
S002091,CUST01391,P008,Headphones,Electronics,3000,5,2022-09-04,15000,63,Male,West,Corporate,1,38,2023-05-29,Excellent customer service.,Positive
S002092,CUST00864,P010,Projector,Electronics,45000,3,2022-09-10,135000,57,Male,East,Corporate,1,46,2023-04-06,Highly recommend to others.,Positive
S002093,CUST00688,P010,Projector,Electronics,45000,5,2021-10-31,225000,31,Female,South,Corporate,0,55,2023-07-22,"Delivery was late, not happy.",Positive
S002094,CUST01819,P006,Notebook,Office Supplies,100,2,2020-12-03,200,56,Male,East,Corporate,0,7,2023-03-28,Highly recommend to others.,Positive
S002095,CUST00395,P005,Printer,Electronics,15000,2,2021-01-04,30000,38,Female,South,Consumer,0,14,2023-05-27,Excellent customer service.,Positive
S002096,CUST01633,P004,Desk,Furniture,12000,3,2023-12-15,36000,60,Female,North,Consumer,1,4,2023-10-16,Easy to use and reliable.,Neutral
S002097,CUST00561,P002,Smartphone,Electronics,25000,2,2022-11-22,50000,37,Female,North,Consumer,0,41,2023-04-21,"Delivery was late, not happy.",Positive
S002098,CUST00277,P005,Printer,Electronics,15000,1,2022-09-18,15000,23,Female,South,Small Business,1,37,2023-10-19,"Great product, very satisfied.",Positive
S002099,CUST00611,P006,Notebook,Office Supplies,100,5,2022-03-11,500,54,Female,North,Consumer,0,7,2023-02-22,Highly recommend to others.,Positive
S002100,CUST01437,P005,Printer,Electronics,15000,5,2023-11-26,75000,45,Female,North,Corporate,0,44,2023-12-07,Excellent customer service.,Positive
S002101,CUST01789,P006,Notebook,Office Supplies,100,3,2021-04-19,300,43,Female,North,Small Business,0,29,2023-09-30,"Met expectations, nothing special.",Neutral
S002102,CUST01242,P003,Office Chair,Furniture,8000,2,2021-06-29,16000,58,Female,East,Corporate,0,44,2023-08-06,Product quality could be better.,Neutral
S002103,CUST01819,P003,Office Chair,Furniture,8000,3,2022-04-11,24000,56,Male,East,Corporate,0,7,2023-03-28,"Delivery was late, not happy.",Positive
S002104,CUST00962,P003,Office Chair,Furniture,8000,4,2023-06-10,32000,63,Female,West,Small Business,0,10,2023-11-28,Excellent customer service.,Positive
S002105,CUST01764,P008,Headphones,Electronics,3000,5,2022-12-20,15000,48,Female,West,Consumer,0,58,2023-06-28,"Great product, very satisfied.",Positive
S002106,CUST00904,P007,Pen Pack,Office Supplies,50,5,2020-08-28,250,34,Male,South,Corporate,0,38,2023-01-30,Product quality could be better.,Neutral
S002107,CUST00265,P004,Desk,Furniture,12000,1,2020-10-05,12000,35,Male,East,Consumer,0,28,2023-09-04,Excellent customer service.,Positive
S002108,CUST00109,P010,Projector,Electronics,45000,2,2022-02-12,90000,39,Male,East,Consumer,1,47,2023-11-29,"Delivery was late, not happy.",Positive
S002109,CUST01765,P006,Notebook,Office Supplies,100,5,2020-10-03,500,45,Male,East,Corporate,0,54,2023-06-26,"Great product, very satisfied.",Positive
S002110,CUST01216,P010,Projector,Electronics,45000,5,2021-05-10,225000,40,Male,North,Small Business,1,52,2023-07-12,"Delivery was late, not happy.",Positive
S002111,CUST01482,P004,Desk,Furniture,12000,2,2023-03-08,24000,36,Female,West,Consumer,0,22,2023-06-03,Easy to use and reliable.,Neutral
S002112,CUST01186,P003,Office Chair,Furniture,8000,4,2021-03-26,32000,42,Male,East,Consumer,0,55,2023-06-26,"Met expectations, nothing special.",Neutral
S002113,CUST01188,P001,Laptop,Electronics,70000,5,2020-05-30,350000,27,Female,West,Corporate,0,57,2023-03-19,"Delivery was late, not happy.",Positive
S002114,CUST00245,P010,Projector,Electronics,45000,3,2020-05-08,135000,24,Female,North,Consumer,0,25,2023-12-13,Highly recommend to others.,Positive
S002115,CUST00488,P002,Smartphone,Electronics,25000,1,2023-04-03,25000,20,Male,West,Small Business,0,39,2023-10-07,"Delivery was late, not happy.",Positive
S002116,CUST01803,P005,Printer,Electronics,15000,4,2022-04-07,60000,21,Male,South,Corporate,1,39,2023-01-15,"Terrible experience, will not buy again.",Negative
S002117,CUST01400,P005,Printer,Electronics,15000,2,2021-04-01,30000,61,Male,North,Consumer,0,4,2023-12-18,Too expensive for the features offered.,Negative
S002118,CUST01887,P009,Monitor,Electronics,12000,4,2023-04-11,48000,31,Male,West,Small Business,1,10,2023-04-04,"Great product, very satisfied.",Positive
S002119,CUST01866,P003,Office Chair,Furniture,8000,2,2022-08-22,16000,59,Male,East,Small Business,0,27,2023-10-17,"Met expectations, nothing special.",Neutral
S002120,CUST00070,P006,Notebook,Office Supplies,100,2,2022-06-19,200,48,Male,North,Corporate,1,22,2023-08-10,"Terrible experience, will not buy again.",Negative
S002121,CUST01770,P002,Smartphone,Electronics,25000,3,2020-12-30,75000,64,Male,West,Corporate,0,23,2023-06-05,"Terrible experience, will not buy again.",Negative
S002122,CUST01071,P004,Desk,Furniture,12000,4,2022-03-30,48000,27,Female,East,Consumer,0,46,2023-05-18,"Great product, very satisfied.",Positive
S002123,CUST01378,P009,Monitor,Electronics,12000,5,2020-03-24,60000,51,Male,West,Small Business,1,5,2023-07-01,Product quality could be better.,Neutral
S002124,CUST01409,P004,Desk,Furniture,12000,3,2021-01-11,36000,57,Female,East,Consumer,0,2,2023-10-21,"Great product, very satisfied.",Positive
S002125,CUST00941,P007,Pen Pack,Office Supplies,50,3,2022-06-20,150,21,Female,South,Consumer,0,39,2023-08-16,Product quality could be better.,Neutral
S002126,CUST01154,P004,Desk,Furniture,12000,1,2022-05-18,12000,55,Male,South,Consumer,0,27,2023-04-13,"Met expectations, nothing special.",Neutral
S002127,CUST00417,P007,Pen Pack,Office Supplies,50,2,2020-11-14,100,32,Female,West,Small Business,0,5,2023-10-21,Too expensive for the features offered.,Negative
S002128,CUST01663,P002,Smartphone,Electronics,25000,4,2020-11-22,100000,63,Female,South,Small Business,0,40,2023-09-23,Too expensive for the features offered.,Negative
S002129,CUST01174,P003,Office Chair,Furniture,8000,5,2023-04-24,40000,49,Female,West,Corporate,1,54,2023-11-22,Excellent customer service.,Positive
S002130,CUST00540,P002,Smartphone,Electronics,25000,4,2022-05-06,100000,38,Male,North,Corporate,1,34,2023-01-24,"Worth the price, happy with the purchase.",Positive
S002131,CUST01738,P002,Smartphone,Electronics,25000,5,2021-06-13,125000,25,Female,South,Consumer,1,41,2023-03-14,"Great product, very satisfied.",Positive
S002132,CUST00507,P001,Laptop,Electronics,70000,5,2021-09-17,350000,22,Male,South,Corporate,0,50,2023-12-16,"Great product, very satisfied.",Positive
S002133,CUST00749,P008,Headphones,Electronics,3000,3,2021-12-16,9000,42,Male,East,Small Business,0,13,2023-04-15,Easy to use and reliable.,Neutral
S002134,CUST01593,P003,Office Chair,Furniture,8000,3,2022-05-17,24000,51,Female,South,Corporate,1,34,2023-02-13,"Worth the price, happy with the purchase.",Positive
S002135,CUST01934,P010,Projector,Electronics,45000,1,2022-12-06,45000,19,Female,North,Corporate,0,5,2023-08-22,"Terrible experience, will not buy again.",Negative
S002136,CUST00293,P003,Office Chair,Furniture,8000,1,2021-03-02,8000,60,Female,West,Consumer,1,30,2023-06-12,Excellent customer service.,Positive
S002137,CUST01948,P010,Projector,Electronics,45000,2,2021-05-14,90000,30,Male,North,Corporate,1,31,2023-03-21,"Worth the price, happy with the purchase.",Positive
S002138,CUST00419,P008,Headphones,Electronics,3000,1,2021-11-05,3000,24,Male,South,Corporate,0,1,2023-05-14,Highly recommend to others.,Positive
S002139,CUST00407,P004,Desk,Furniture,12000,4,2021-09-10,48000,37,Female,West,Corporate,0,29,2023-08-06,"Worth the price, happy with the purchase.",Positive
S002140,CUST01503,P001,Laptop,Electronics,70000,3,2020-10-02,210000,22,Female,South,Corporate,0,1,2023-01-12,"Terrible experience, will not buy again.",Negative
S002141,CUST00910,P003,Office Chair,Furniture,8000,5,2022-05-16,40000,62,Male,South,Corporate,0,47,2023-08-22,Easy to use and reliable.,Neutral
S002142,CUST01247,P006,Notebook,Office Supplies,100,3,2021-12-07,300,39,Male,North,Consumer,0,6,2023-03-08,Easy to use and reliable.,Neutral
S002143,CUST00095,P005,Printer,Electronics,15000,5,2020-11-07,75000,59,Female,West,Consumer,1,10,2023-09-11,Too expensive for the features offered.,Negative
S002144,CUST01050,P010,Projector,Electronics,45000,4,2020-09-05,180000,46,Male,North,Corporate,1,51,2023-06-20,"Met expectations, nothing special.",Neutral
S002145,CUST00380,P003,Office Chair,Furniture,8000,1,2021-10-26,8000,45,Male,West,Corporate,0,12,2023-06-11,Product quality could be better.,Neutral
S002146,CUST00365,P003,Office Chair,Furniture,8000,4,2020-05-22,32000,25,Female,East,Consumer,1,51,2023-08-25,"Great product, very satisfied.",Positive
S002147,CUST00564,P009,Monitor,Electronics,12000,1,2020-02-22,12000,53,Female,South,Small Business,0,6,2023-11-25,"Terrible experience, will not buy again.",Negative
S002148,CUST01753,P004,Desk,Furniture,12000,3,2022-10-14,36000,58,Female,South,Small Business,0,41,2023-10-17,"Worth the price, happy with the purchase.",Positive
S002149,CUST01339,P007,Pen Pack,Office Supplies,50,4,2023-09-23,200,61,Female,South,Consumer,0,40,2023-07-15,Highly recommend to others.,Positive
S002150,CUST00355,P010,Projector,Electronics,45000,2,2022-06-05,90000,57,Male,West,Consumer,0,54,2023-07-12,"Delivery was late, not happy.",Positive
S002151,CUST01381,P003,Office Chair,Furniture,8000,5,2021-06-07,40000,59,Male,South,Consumer,0,38,2023-02-07,Highly recommend to others.,Positive
S002152,CUST00335,P001,Laptop,Electronics,70000,1,2020-05-08,70000,50,Female,South,Small Business,0,57,2023-10-15,"Met expectations, nothing special.",Neutral
S002153,CUST01922,P010,Projector,Electronics,45000,5,2022-04-26,225000,62,Female,South,Consumer,0,49,2023-10-23,"Great product, very satisfied.",Positive
S002154,CUST01729,P006,Notebook,Office Supplies,100,5,2020-10-12,500,52,Female,East,Small Business,0,31,2023-04-06,Too expensive for the features offered.,Negative
S002155,CUST01762,P010,Projector,Electronics,45000,1,2021-05-12,45000,55,Male,East,Consumer,0,41,2023-09-18,Highly recommend to others.,Positive
S002156,CUST01389,P004,Desk,Furniture,12000,2,2020-08-25,24000,53,Female,South,Small Business,0,19,2023-09-07,Product quality could be better.,Neutral
S002157,CUST00294,P003,Office Chair,Furniture,8000,1,2023-12-13,8000,43,Male,South,Corporate,0,44,2023-09-19,"Terrible experience, will not buy again.",Negative
S002158,CUST01473,P003,Office Chair,Furniture,8000,3,2021-10-11,24000,38,Female,West,Corporate,0,49,2023-10-29,Highly recommend to others.,Positive
S002159,CUST00251,P007,Pen Pack,Office Supplies,50,5,2020-10-29,250,21,Female,West,Corporate,0,20,2023-02-15,Too expensive for the features offered.,Negative
S002160,CUST00200,P005,Printer,Electronics,15000,3,2023-03-12,45000,32,Female,North,Small Business,0,17,2023-07-27,"Worth the price, happy with the purchase.",Positive
S002161,CUST01228,P006,Notebook,Office Supplies,100,5,2020-10-19,500,51,Male,East,Corporate,0,2,2023-12-03,"Worth the price, happy with the purchase.",Positive
S002162,CUST00516,P009,Monitor,Electronics,12000,3,2022-02-05,36000,61,Female,North,Corporate,0,30,2023-11-02,Excellent customer service.,Positive
S002163,CUST01984,P010,Projector,Electronics,45000,5,2020-03-29,225000,59,Female,South,Corporate,0,15,2023-05-30,"Delivery was late, not happy.",Positive
S002164,CUST01345,P007,Pen Pack,Office Supplies,50,3,2021-06-04,150,47,Male,West,Small Business,0,25,2023-07-12,Too expensive for the features offered.,Negative
S002165,CUST00072,P003,Office Chair,Furniture,8000,1,2020-10-13,8000,34,Male,West,Corporate,0,44,2023-04-28,Product quality could be better.,Neutral
S002166,CUST01798,P009,Monitor,Electronics,12000,4,2020-08-27,48000,55,Female,South,Corporate,0,14,2023-01-07,Easy to use and reliable.,Neutral
S002167,CUST01617,P004,Desk,Furniture,12000,3,2023-08-07,36000,37,Male,North,Corporate,0,37,2023-12-25,"Worth the price, happy with the purchase.",Positive
S002168,CUST00518,P004,Desk,Furniture,12000,1,2020-12-17,12000,54,Male,South,Small Business,0,1,2023-08-09,Too expensive for the features offered.,Negative
S002169,CUST01080,P004,Desk,Furniture,12000,4,2023-03-20,48000,20,Male,West,Corporate,1,40,2023-01-06,"Great product, very satisfied.",Positive
S002170,CUST00451,P006,Notebook,Office Supplies,100,4,2022-07-28,400,46,Female,East,Consumer,0,31,2023-05-26,"Terrible experience, will not buy again.",Negative
S002171,CUST00487,P010,Projector,Electronics,45000,4,2023-08-23,180000,40,Female,South,Small Business,1,31,2023-09-19,"Met expectations, nothing special.",Neutral
S002172,CUST00040,P009,Monitor,Electronics,12000,3,2021-07-25,36000,54,Female,East,Corporate,0,33,2023-11-27,"Terrible experience, will not buy again.",Negative
S002173,CUST01411,P004,Desk,Furniture,12000,4,2022-08-19,48000,24,Male,East,Consumer,0,48,2023-02-20,"Worth the price, happy with the purchase.",Positive
S002174,CUST01369,P007,Pen Pack,Office Supplies,50,2,2020-05-27,100,45,Female,South,Corporate,1,37,2023-06-03,"Met expectations, nothing special.",Neutral
S002175,CUST00297,P007,Pen Pack,Office Supplies,50,4,2022-02-10,200,48,Male,North,Small Business,0,29,2023-01-04,"Worth the price, happy with the purchase.",Positive
S002176,CUST01897,P002,Smartphone,Electronics,25000,4,2022-07-01,100000,33,Female,North,Consumer,0,47,2023-08-19,Too expensive for the features offered.,Negative
S002177,CUST01184,P009,Monitor,Electronics,12000,4,2023-07-21,48000,36,Female,South,Corporate,0,24,2023-08-30,Highly recommend to others.,Positive
S002178,CUST00500,P004,Desk,Furniture,12000,1,2023-05-01,12000,36,Female,South,Corporate,1,51,2023-10-07,Highly recommend to others.,Positive
S002179,CUST01177,P010,Projector,Electronics,45000,2,2023-04-14,90000,48,Male,West,Consumer,1,27,2023-05-14,Too expensive for the features offered.,Negative
S002180,CUST01889,P009,Monitor,Electronics,12000,4,2020-06-08,48000,63,Male,West,Consumer,1,27,2023-09-11,Easy to use and reliable.,Neutral
S002181,CUST01525,P010,Projector,Electronics,45000,5,2021-03-22,225000,55,Male,South,Consumer,0,49,2023-09-08,"Delivery was late, not happy.",Positive
S002182,CUST00770,P006,Notebook,Office Supplies,100,4,2023-11-02,400,39,Male,East,Corporate,0,53,2023-06-26,"Great product, very satisfied.",Positive
S002183,CUST01099,P005,Printer,Electronics,15000,1,2022-09-28,15000,32,Female,South,Consumer,0,56,2023-07-06,Easy to use and reliable.,Neutral
